time_period,time_identifier,version,geographic_level,country_code,country_name,establishment_type,subject,qualification_type,grade,number_achieving
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,3,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,4,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,5,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,6,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,7,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,8,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,9,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,Covid impacted,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,Total exam entries,24
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,U,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,French,GCSE,X,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,1,55
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,2,46
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,3,26
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,4,16
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,5,10
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,6,5
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,7,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,8,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,Covid impacted,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,Total exam entries,202
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,U,24
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Geography,GCSE,X,14
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,1,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,2,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,3,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,4,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,5,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,6,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,7,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,8,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,Covid impacted,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,Total exam entries,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,U,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,German,GCSE,X,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,1,72
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,2,66
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,3,27
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,4,12
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,5,12
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,6,8
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,7,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,8,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,9,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,Covid impacted,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,Total exam entries,289
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,U,48
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,History,GCSE,X,35
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,1,1029
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,2,943
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,3,659
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,4,349
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,5,195
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,6,41
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,7,23
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,8,16
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,9,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,Covid impacted,12
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,Total exam entries,4211
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,U,524
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics,GCSE,X,418
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,1,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,2,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,3,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,4,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,5,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,6,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,7,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,8,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,9,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,Covid impacted,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,Total exam entries,2363
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,U,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Mathematics & science,GCSE,X,z
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,1,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,2,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,3,9
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,4,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,5,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,6,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,7,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,8,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,Covid impacted,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,Total exam entries,33
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,U,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Media/Film/TV,GCSE,X,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,1,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,2,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,3,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,4,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,5,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,6,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,7,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,8,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,Covid impacted,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,Total exam entries,11
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,U,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Music,GCSE,X,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,1,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,2,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,3,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,4,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,5,12
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,6,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,7,3
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,8,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,9,9
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,Covid impacted,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,Total exam entries,43
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,U,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Modern Languages,GCSE,X,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,1,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,2,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,3,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,4,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,5,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,6,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,7,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,8,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,Covid impacted,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,Total exam entries,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,U,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Other Sciences,GCSE,X,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,1,23
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,2,15
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,3,8
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,4,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,5,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,6,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,7,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,8,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,Covid impacted,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,Total exam entries,79
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,U,26
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physical Education,GCSE,X,5
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,1,22
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,2,24
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,3,21
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,4,14
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,5,10
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,6,5
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,7,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,8,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,Covid impacted,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,Total exam entries,142
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,U,17
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Physics,GCSE,X,25
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,1,20
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,2,33
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,3,23
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,4,13
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,5,14
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,6,14
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,7,9
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,8,8
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,9,5
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,Covid impacted,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,Total exam entries,180
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,U,16
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Religious Studies,GCSE,X,24
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,1,100
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,2,75
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,3,74
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,4,59
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,5,25
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,6,32
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,7,9
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,8,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,9,5
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,Covid impacted,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,Total exam entries,500
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,U,60
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Social Studies,GCSE,X,56
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,1,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,2,4
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,3,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,4,6
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,5,11
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,6,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,7,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,8,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,9,6
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,Covid impacted,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,Total exam entries,38
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,U,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Spanish,GCSE,X,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,1,35
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,2,30
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,3,42
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,4,19
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,5,19
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,6,2
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,7,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,8,1
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,9,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,Covid impacted,0
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,Total exam entries,214
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,U,17
202223,Academic year,Provisional,National,E92000001,England,Alternative provision,Statistics,GCSE,X,48
