time_period,time_identifier,geographic_level,country_code,country_name,pcon_code,pcon_name,version,level_methodology,establishment_type,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Parliamentary constituency,E92000001,England,E14001018,Warrington South,Provisional,School location,State-funded schools (LA),8,1750,86341.5,49.3,1719,98.2,846,48.3,1246,71.2,661,37.8,7498.04,4.28,276,15.8,374,21.4,1655,-65.33,-0.04,-0.11,0.03
202223,Academic year,Parliamentary constituency,E92000001,England,E14001019,Warwick and Leamington,Provisional,School location,State-funded schools (LA),5,715,32122.25,44.9,671,93.8,305,42.7,456,63.8,241,33.7,2748.15,3.84,90,12.6,140,19.6,670,-56.294,-0.08,-0.19,0.02
202223,Academic year,Parliamentary constituency,E92000001,England,E14001020,Washington and Sunderland West,Provisional,School location,State-funded schools (LA),9,1276,52402.75,41.1,1231,96.5,439,34.4,688,53.9,471,36.9,4440.41,3.48,142,11.1,226,17.7,1242,-601.634,-0.48,-0.56,-0.41
202223,Academic year,Parliamentary constituency,E92000001,England,E14001021,Watford,Provisional,School location,State-funded schools (LA),9,1230,67723.5,55.1,1183,96.2,761,61.9,958,77.9,813,66.1,6304.95,5.13,449,36.5,578,47,1143,310.612,0.27,0.19,0.35
202223,Academic year,Parliamentary constituency,E92000001,England,E14001022,Waveney,Provisional,School location,State-funded schools (LA),10,1162,47536.75,40.9,1101,94.8,410,35.3,684,58.9,216,18.6,3994.92,3.44,85,7.3,133,11.4,1128,-299.676,-0.27,-0.35,-0.18
202223,Academic year,Parliamentary constituency,E92000001,England,E14001023,Wealden,Provisional,School location,State-funded schools (LA),7,877,40397.5,46.1,851,97,400,45.6,595,67.8,383,43.7,3641.29,4.15,157,17.9,229,26.1,840,-38.035,-0.05,-0.14,0.05
202223,Academic year,Parliamentary constituency,E92000001,England,E14001024,Weaver Vale,Provisional,School location,State-funded schools (LA),10,1379,65424.75,47.4,1327,96.2,660,47.9,955,69.3,694,50.3,5824.2,4.22,305,22.1,446,32.3,1352,-141.553,-0.1,-0.18,-0.03
202223,Academic year,Parliamentary constituency,E92000001,England,E14001025,Wellingborough,Provisional,School location,State-funded schools (LA),7,1213,52930.25,43.6,1169,96.4,448,36.9,739,60.9,356,29.3,4545.72,3.75,133,11,207,17.1,1151,23.354,0.02,-0.06,0.1
202223,Academic year,Parliamentary constituency,E92000001,England,E14001026,Wells,Provisional,School location,State-funded schools (LA),7,1056,47962.38,45.4,1019,96.5,448,42.4,665,63,456,43.2,4195.98,3.97,145,13.7,225,21.3,1017,-66.947,-0.07,-0.15,0.02
202223,Academic year,Parliamentary constituency,E92000001,England,E14001027,Welwyn Hatfield,Provisional,School location,State-funded schools (LA),8,1018,49537,48.7,994,97.6,488,47.9,693,68.1,492,48.3,4427.4,4.35,220,21.6,307,30.2,963,253.39,0.26,0.17,0.35
202223,Academic year,Parliamentary constituency,E92000001,England,E14001028,Wentworth and Dearne,Provisional,School location,State-funded schools (LA),7,1124,46077,41,1088,96.8,372,33.1,606,53.9,389,34.6,3847.04,3.42,92,8.2,162,14.4,1106,-275.034,-0.25,-0.33,-0.17
202223,Academic year,Parliamentary constituency,E92000001,England,E14001029,West Bromwich East,Provisional,School location,State-funded schools (LA),5,993,42258,42.6,972,97.9,364,36.7,553,55.7,266,26.8,3581.22,3.61,84,8.5,132,13.3,933,-152.633,-0.16,-0.25,-0.07
202223,Academic year,Parliamentary constituency,E92000001,England,E14001030,West Bromwich West,Provisional,School location,State-funded schools (LA),6,1085,42907.25,39.5,1046,96.4,338,31.2,539,49.7,147,13.5,3456.65,3.19,44,4.1,78,7.2,1041,-456.504,-0.44,-0.52,-0.35
202223,Academic year,Parliamentary constituency,E92000001,England,E14001031,West Dorset,Provisional,School location,State-funded schools (LA),8,1459,66713.75,45.7,1418,97.2,581,39.8,955,65.5,701,48,5929.77,4.06,250,17.1,406,27.8,1392,-12.655,-0.01,-0.08,0.07
202223,Academic year,Parliamentary constituency,E92000001,England,E14001032,West Ham,Provisional,School location,State-funded schools (LA),15,2861,144258.25,50.4,2778,97.1,1555,54.4,2022,70.7,1672,58.4,12930.52,4.52,599,20.9,901,31.5,2481,536.163,0.22,0.16,0.27
202223,Academic year,Parliamentary constituency,E92000001,England,E14001033,West Lancashire,Provisional,School location,State-funded schools (LA),9,959,41593.75,43.4,927,96.7,390,40.7,601,62.7,267,27.8,3559.34,3.71,86,9,138,14.4,932,-369.313,-0.4,-0.49,-0.31
202223,Academic year,Parliamentary constituency,E92000001,England,E14001034,West Suffolk,Provisional,School location,State-funded schools (LA),7,911,38594.75,42.4,892,97.9,336,36.9,530,58.2,359,39.4,3360.69,3.69,92,10.1,153,16.8,881,-137.255,-0.16,-0.25,-0.06
202223,Academic year,Parliamentary constituency,E92000001,England,E14001035,West Worcestershire,Provisional,School location,State-funded schools (LA),6,979,45508,46.5,957,97.8,412,42.1,647,66.1,311,31.8,3963.69,4.05,110,11.2,179,18.3,937,49.321,0.05,-0.04,0.14
202223,Academic year,Parliamentary constituency,E92000001,England,E14001036,Westminster North,Provisional,School location,State-funded schools (LA),9,996,52095.25,52.3,960,96.4,574,57.6,729,73.2,726,72.9,4832.49,4.85,308,30.9,440,44.2,929,450.301,0.48,0.39,0.58
202223,Academic year,Parliamentary constituency,E92000001,England,E14001037,Westmorland and Lonsdale,Provisional,School location,State-funded schools (LA),10,989,47407,47.9,964,97.5,448,45.3,674,68.1,285,28.8,4067.06,4.11,128,12.9,181,18.3,953,12.592,0.01,-0.08,0.1
202223,Academic year,Parliamentary constituency,E92000001,England,E14001038,Weston-super-Mare,Provisional,School location,State-funded schools (LA),7,1199,51692.25,43.1,1148,95.7,464,38.7,723,60.3,223,18.6,4271.39,3.56,85,7.1,136,11.3,1149,-161.906,-0.14,-0.22,-0.06
202223,Academic year,Parliamentary constituency,E92000001,England,E14001039,Wigan,Provisional,School location,State-funded schools (LA),6,1097,47132.75,43,1078,98.3,397,36.2,606,55.2,251,22.9,3976.69,3.63,69,6.3,98,8.9,1062,-593.453,-0.56,-0.64,-0.47
202223,Academic year,Parliamentary constituency,E92000001,England,E14001040,Wimbledon,Provisional,School location,State-funded schools (LA),6,1151,64448.25,56,1144,99.4,708,61.5,925,80.4,631,54.8,5841.92,5.08,365,31.7,481,41.8,1061,734.211,0.69,0.61,0.78
202223,Academic year,Parliamentary constituency,E92000001,England,E14001041,Winchester,Provisional,School location,State-funded schools (LA),8,1604,84563.5,52.7,1556,97,939,58.5,1236,77.1,895,55.8,7790.44,4.86,491,30.6,638,39.8,1486,382.822,0.26,0.19,0.33
202223,Academic year,Parliamentary constituency,E92000001,England,E14001042,Windsor,Provisional,School location,State-funded schools (LA),6,911,45680.25,50.1,880,96.6,503,55.2,682,74.9,409,44.9,4087.77,4.49,198,21.7,286,31.4,830,115.958,0.14,0.04,0.24
202223,Academic year,Parliamentary constituency,E92000001,England,E14001043,Wirral South,Provisional,School location,State-funded schools (LA),5,976,47617.75,48.8,956,98,469,48.1,655,67.1,560,57.4,4169.59,4.27,228,23.4,322,33,939,-103.336,-0.11,-0.2,-0.02
202223,Academic year,Parliamentary constituency,E92000001,England,E14001044,Wirral West,Provisional,School location,State-funded schools (LA),8,1249,64205.75,51.4,1185,94.9,743,59.5,928,74.3,694,55.6,5783.63,4.63,390,31.2,519,41.6,1158,264.03,0.23,0.15,0.31
202223,Academic year,Parliamentary constituency,E92000001,England,E14001045,Witham,Provisional,School location,State-funded schools (LA),7,1016,45425.25,44.7,981,96.6,419,41.2,678,66.7,332,32.7,3942.65,3.88,149,14.7,222,21.9,993,-125.582,-0.13,-0.21,-0.04
202223,Academic year,Parliamentary constituency,E92000001,England,E14001046,Witney,Provisional,School location,State-funded schools (LA),8,1292,63760.25,49.4,1242,96.1,680,52.6,920,71.2,303,23.5,5459.91,4.23,175,13.5,228,17.6,1176,221.439,0.19,0.11,0.27
202223,Academic year,Parliamentary constituency,E92000001,England,E14001047,Woking,Provisional,School location,State-funded schools (LA),7,1076,54240.25,50.4,1029,95.6,570,53,775,72,542,50.4,4857.75,4.51,267,24.8,384,35.7,995,189.554,0.19,0.1,0.28
202223,Academic year,Parliamentary constituency,E92000001,England,E14001048,Wokingham,Provisional,School location,State-funded schools (LA),9,1523,81584.25,53.6,1491,97.9,942,61.9,1185,77.8,860,56.5,7399.22,4.86,412,27.1,580,38.1,1387,565.195,0.41,0.33,0.48
202223,Academic year,Parliamentary constituency,E92000001,England,E14001049,Wolverhampton North East,Provisional,School location,State-funded schools (LA),9,1329,57720.75,43.4,1288,96.9,434,32.7,714,53.7,409,30.8,4540.03,3.42,80,6,149,11.2,1244,-216.26,-0.17,-0.25,-0.1
202223,Academic year,Parliamentary constituency,E92000001,England,E14001050,Wolverhampton South East,Provisional,School location,State-funded schools (LA),9,1235,54238.25,43.9,1211,98.1,442,35.8,685,55.5,318,25.7,4383.56,3.55,69,5.6,121,9.8,1142,24.954,0.02,-0.06,0.1
202223,Academic year,Parliamentary constituency,E92000001,England,E14001051,Wolverhampton South West,Provisional,School location,State-funded schools (LA),10,1098,53541.75,48.8,1049,95.5,529,48.2,728,66.3,282,25.7,4565.16,4.16,159,14.5,199,18.1,1015,-2.263,0,-0.09,0.08
202223,Academic year,Parliamentary constituency,E92000001,England,E14001052,Worcester,Provisional,School location,State-funded schools (LA),7,1161,52735.5,45.4,1090,93.9,534,46,755,65,367,31.6,4543.38,3.91,168,14.5,243,20.9,1110,7.061,0.01,-0.08,0.09
202223,Academic year,Parliamentary constituency,E92000001,England,E14001053,Workington,Provisional,School location,State-funded schools (LA),8,773,32577.5,42.1,756,97.8,286,37,459,59.4,217,28.1,2846.27,3.68,107,13.8,135,17.5,765,-271.726,-0.36,-0.46,-0.26
202223,Academic year,Parliamentary constituency,E92000001,England,E14001054,Worsley and Eccles South,Provisional,School location,State-funded schools (LA),6,999,42771.25,42.8,962,96.3,406,40.6,580,58.1,398,39.8,3766.06,3.77,187,18.7,270,27,928,-309.02,-0.33,-0.42,-0.24
202223,Academic year,Parliamentary constituency,E92000001,England,E14001055,Worthing West,Provisional,School location,State-funded schools (LA),3,492,22751.25,46.2,445,90.4,237,48.2,328,66.7,96,19.5,1894.1,3.85,44,8.9,66,13.4,478,121.78,0.25,0.13,0.38
202223,Academic year,Parliamentary constituency,E92000001,England,E14001056,Wycombe,Provisional,School location,State-funded schools (LA),8,1356,76627.25,56.5,1328,97.9,856,63.1,1052,77.6,679,50.1,6966.71,5.14,473,34.9,562,41.4,1279,567.091,0.44,0.37,0.52
202223,Academic year,Parliamentary constituency,E92000001,England,E14001057,Wyre and Preston North,Provisional,School location,State-funded schools (LA),10,1525,71905,47.2,1496,98.1,699,45.8,1046,68.6,499,32.7,6174.6,4.05,193,12.7,285,18.7,1448,-176.101,-0.12,-0.19,-0.05
202223,Academic year,Parliamentary constituency,E92000001,England,E14001058,Wyre Forest,Provisional,School location,State-funded schools (LA),7,931,38870.75,41.8,892,95.8,358,38.5,525,56.4,382,41,3404.26,3.66,137,14.7,210,22.6,914,-244.109,-0.27,-0.36,-0.18
202223,Academic year,Parliamentary constituency,E92000001,England,E14001059,Wythenshawe and Sale East,Provisional,School location,State-funded schools (LA),8,1077,47822,44.4,1015,94.2,448,41.6,623,57.8,505,46.9,4207.46,3.91,232,21.5,311,28.9,999,-422.427,-0.42,-0.51,-0.34
202223,Academic year,Parliamentary constituency,E92000001,England,E14001060,Yeovil,Provisional,School location,State-funded schools (LA),8,1043,44824.25,43,1011,96.9,407,39,631,60.5,169,16.2,3721.11,3.57,61,5.8,102,9.8,1002,-279.31,-0.28,-0.37,-0.19
202223,Academic year,Parliamentary constituency,E92000001,England,E14001061,York Central,Provisional,School location,State-funded schools (LA),5,866,42114.5,48.6,830,95.8,405,46.8,589,68,293,33.8,3653.66,4.22,148,17.1,195,22.5,804,73.93,0.09,-0.01,0.19
202223,Academic year,Parliamentary constituency,E92000001,England,E14001062,York Outer,Provisional,School location,State-funded schools (LA),5,1021,50634.75,49.6,1008,98.7,538,52.7,736,72.1,526,51.5,4594.81,4.5,248,24.3,340,33.3,987,132.923,0.13,0.05,0.22
