time_period,time_identifier,geographic_level,country_code,country_name,pcon_code,pcon_name,version,level_methodology,establishment_type,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,National,E92000001,England,,,Provisional,School location,State-funded schools (LA),4046,603642,27966700.08,46.3,581015,96.3,273211,45.3,393018,65.1,237770,39.4,2450084.28,4.06,102477,17,146109,24.2,568548,-15092.343,-0.03,-0.03,-0.02
202223,Academic year,Parliamentary constituency,E92000001,England,E14000530,Aldershot,Provisional,School location,State-funded schools (LA),6,712,29124,40.9,675,94.8,255,35.8,402,56.5,208,29.2,2602.34,3.65,107,15,141,19.8,671,-420.285,-0.63,-0.73,-0.52
202223,Academic year,Parliamentary constituency,E92000001,England,E14000531,Aldridge-Brownhills,Provisional,School location,State-funded schools (LA),7,1296,54876.5,42.3,1253,96.7,457,35.3,752,58,484,37.3,4621.43,3.57,111,8.6,193,14.9,1268,-456.164,-0.36,-0.44,-0.28
202223,Academic year,Parliamentary constituency,E92000001,England,E14000532,Altrincham and Sale West,Provisional,School location,State-funded schools (LA),10,1838,109355.47,59.5,1804,98.2,1239,67.4,1524,82.9,963,52.4,9905.33,5.39,618,33.6,774,42.1,1658,663.409,0.4,0.33,0.47
202223,Academic year,Parliamentary constituency,E92000001,England,E14000533,Amber Valley,Provisional,School location,State-funded schools (LA),9,970,42145.25,43.4,932,96.1,372,38.4,582,60,380,39.2,3687.63,3.8,149,15.4,209,21.5,953,-140.017,-0.15,-0.24,-0.06
202223,Academic year,Parliamentary constituency,E92000001,England,E14000534,Arundel and South Downs,Provisional,School location,State-funded schools (LA),5,1120,53598.75,47.9,1095,97.8,521,46.5,759,67.8,385,34.4,4629.97,4.13,171,15.3,255,22.8,1075,92.649,0.09,0,0.17
202223,Academic year,Parliamentary constituency,E92000001,England,E14000535,Ashfield,Provisional,School location,State-funded schools (LA),8,1185,49814.25,42,1145,96.6,421,35.5,675,57,550,46.4,4344.58,3.67,134,11.3,227,19.2,1162,-318.754,-0.27,-0.36,-0.19
202223,Academic year,Parliamentary constituency,E92000001,England,E14000536,Ashford,Provisional,School location,State-funded schools (LA),9,1507,68966.5,45.8,1446,96,661,43.9,966,64.1,677,44.9,6124.39,4.06,320,21.2,458,30.4,1413,-112.315,-0.08,-0.15,-0.01
202223,Academic year,Parliamentary constituency,E92000001,England,E14000537,Ashton-under-Lyne,Provisional,School location,State-funded schools (LA),7,1264,57554.25,45.5,1206,95.4,571,45.2,815,64.5,530,41.9,5022.68,3.97,190,15,297,23.5,1215,32.71,0.03,-0.05,0.11
202223,Academic year,Parliamentary constituency,E92000001,England,E14000538,Aylesbury,Provisional,School location,State-funded schools (LA),11,1492,77976.5,52.3,1421,95.2,817,54.8,1049,70.3,478,32,6688.68,4.48,317,21.2,387,25.9,1413,100.092,0.07,0,0.14
202223,Academic year,Parliamentary constituency,E92000001,England,E14000539,Banbury,Provisional,School location,State-funded schools (LA),10,1328,55817.5,42,1276,96.1,503,37.9,755,56.9,547,41.2,4978.71,3.75,173,13,263,19.8,1246,-305.65,-0.25,-0.32,-0.17
202223,Academic year,Parliamentary constituency,E92000001,England,E14000540,Barking,Provisional,School location,State-funded schools (LA),9,1779,86843,48.8,1729,97.2,874,49.1,1192,67,836,47,7653.54,4.3,347,19.5,496,27.9,1653,583.057,0.35,0.28,0.42
202223,Academic year,Parliamentary constituency,E92000001,England,E14000541,Barnsley Central,Provisional,School location,State-funded schools (LA),6,696,25763.75,37,628,90.2,242,34.8,373,53.6,230,33,2240.25,3.22,91,13.1,141,20.3,664,-308.603,-0.46,-0.57,-0.36
202223,Academic year,Parliamentary constituency,E92000001,England,E14000542,Barnsley East,Provisional,School location,State-funded schools (LA),4,916,40148.5,43.8,895,97.7,398,43.4,558,60.9,413,45.1,3560.23,3.89,138,15.1,206,22.5,888,-223.377,-0.25,-0.34,-0.16
202223,Academic year,Parliamentary constituency,E92000001,England,E14000543,Barrow and Furness,Provisional,School location,State-funded schools (LA),8,917,39746.5,43.3,878,95.7,325,35.4,539,58.8,119,13,3357.78,3.66,73,8,86,9.4,895,-298.509,-0.33,-0.43,-0.24
202223,Academic year,Parliamentary constituency,E92000001,England,E14000544,Basildon and Billericay,Provisional,School location,State-funded schools (LA),5,870,40043,46,832,95.6,394,45.3,583,67,526,60.5,3641.46,4.19,190,21.8,311,35.7,840,-211.111,-0.25,-0.35,-0.16
202223,Academic year,Parliamentary constituency,E92000001,England,E14000545,Basingstoke,Provisional,School location,State-funded schools (LA),10,1228,51638.5,42.1,1158,94.3,470,38.3,723,58.9,437,35.6,4592.5,3.74,170,13.8,264,21.5,1163,-345.993,-0.3,-0.38,-0.22
202223,Academic year,Parliamentary constituency,E92000001,England,E14000546,Bassetlaw,Provisional,School location,State-funded schools (LA),6,1019,44014.5,43.2,989,97.1,430,42.2,622,61,291,28.6,3802.96,3.73,137,13.4,200,19.6,993,-128.809,-0.13,-0.22,-0.04
202223,Academic year,Parliamentary constituency,E92000001,England,E14000547,Bath,Provisional,School location,State-funded schools (LA),8,1116,58179.5,52.1,1077,96.5,613,54.9,853,76.4,531,47.6,5216.61,4.67,287,25.7,382,34.2,1043,405.063,0.39,0.3,0.47
202223,Academic year,Parliamentary constituency,E92000001,England,E14000548,Batley and Spen,Provisional,School location,State-funded schools (LA),8,1364,66208.25,48.5,1321,96.8,658,48.2,921,67.5,512,37.5,5753.62,4.22,204,15,276,20.2,1332,-6.619,0,-0.08,0.07
202223,Academic year,Parliamentary constituency,E92000001,England,E14000549,Battersea,Provisional,School location,State-funded schools (LA),3,418,20458,48.9,409,97.8,213,51,283,67.7,211,50.5,1870.96,4.48,78,18.7,120,28.7,380,103.959,0.27,0.13,0.42
202223,Academic year,Parliamentary constituency,E92000001,England,E14000550,Beaconsfield,Provisional,School location,State-funded schools (LA),8,1142,64041.25,56.1,1093,95.7,725,63.5,890,77.9,501,43.9,5704.06,4.99,310,27.1,378,33.1,1023,359.117,0.35,0.26,0.44
202223,Academic year,Parliamentary constituency,E92000001,England,E14000551,Beckenham,Provisional,School location,State-funded schools (LA),8,1533,76921.25,50.2,1479,96.5,848,55.3,1132,73.8,971,63.3,7118.23,4.64,462,30.1,680,44.4,1432,66.358,0.05,-0.03,0.12
202223,Academic year,Parliamentary constituency,E92000001,England,E14000552,Bedford,Provisional,School location,State-funded schools (LA),11,1143,48208,42.2,1079,94.4,449,39.3,681,59.6,508,44.4,4322,3.78,174,15.2,264,23.1,981,115.86,0.12,0.03,0.21
202223,Academic year,Parliamentary constituency,E92000001,England,E14000553,Bermondsey and Old Southwark,Provisional,School location,State-funded schools (LA),10,1361,66551,48.9,1322,97.1,669,49.2,951,69.9,917,67.4,6065.19,4.46,311,22.9,492,36.1,1288,337.963,0.26,0.19,0.34
202223,Academic year,Parliamentary constituency,E92000001,England,E14000554,Berwick-upon-Tweed,Provisional,School location,State-funded schools (LA),5,466,18345.25,39.4,448,96.1,147,31.5,254,54.5,53,11.4,1536.66,3.3,18,3.9,29,6.2,447,-186.179,-0.42,-0.55,-0.29
202223,Academic year,Parliamentary constituency,E92000001,England,E14000555,Bethnal Green and Bow,Provisional,School location,State-funded schools (LA),11,1552,78537,50.6,1498,96.5,880,56.7,1122,72.3,971,62.6,6965.91,4.49,342,22,467,30.1,1422,597.069,0.42,0.35,0.49
202223,Academic year,Parliamentary constituency,E92000001,England,E14000556,Beverley and Holderness,Provisional,School location,State-funded schools (LA),6,996,45951,46.1,980,98.4,445,44.7,643,64.6,385,38.7,4072.72,4.09,179,18,245,24.6,980,-86.392,-0.09,-0.18,0
202223,Academic year,Parliamentary constituency,E92000001,England,E14000557,Bexhill and Battle,Provisional,School location,State-funded schools (LA),6,1078,52524.25,48.7,1048,97.2,539,50,751,69.7,417,38.7,4669.21,4.33,258,23.9,329,30.5,1053,94.125,0.09,0,0.17
202223,Academic year,Parliamentary constituency,E92000001,England,E14000558,Bexleyheath and Crayford,Provisional,School location,State-funded schools (LA),9,1470,75197.5,51.2,1427,97.1,801,54.5,1043,71,620,42.2,6652.92,4.53,416,28.3,507,34.5,1390,33.061,0.02,-0.05,0.1
202223,Academic year,Parliamentary constituency,E92000001,England,E14000559,Birkenhead,Provisional,School location,State-funded schools (LA),7,766,32776.25,42.8,743,97,301,39.3,453,59.1,236,30.8,2779.7,3.63,93,12.1,156,20.4,718,-64.823,-0.09,-0.19,0.01
202223,Academic year,Parliamentary constituency,E92000001,England,E14000560,"Birmingham, Edgbaston",Provisional,School location,State-funded schools (LA),10,1288,65181.25,50.6,1257,97.6,678,52.6,879,68.2,681,52.9,5847.93,4.54,307,23.8,430,33.4,1135,383.328,0.34,0.26,0.42
202223,Academic year,Parliamentary constituency,E92000001,England,E14000561,"Birmingham, Erdington",Provisional,School location,State-funded schools (LA),9,929,33799.25,36.4,840,90.4,283,30.5,440,47.4,276,29.7,2856.36,3.07,54,5.8,89,9.6,881,-320.985,-0.36,-0.46,-0.27
202223,Academic year,Parliamentary constituency,E92000001,England,E14000562,"Birmingham, Hall Green",Provisional,School location,State-funded schools (LA),7,950,42306.5,44.5,899,94.6,378,39.8,580,61.1,371,39.1,3673.68,3.87,134,14.1,198,20.8,891,-47.545,-0.05,-0.15,0.04
202223,Academic year,Parliamentary constituency,E92000001,England,E14000563,"Birmingham, Hodge Hill",Provisional,School location,State-funded schools (LA),13,1758,76764.75,43.7,1693,96.3,683,38.9,1044,59.4,974,55.4,6745.57,3.84,246,14,415,23.6,1614,214.603,0.13,0.06,0.2
202223,Academic year,Parliamentary constituency,E92000001,England,E14000564,"Birmingham, Ladywood",Provisional,School location,State-funded schools (LA),20,2715,119457.75,44,2572,94.7,1210,44.6,1687,62.1,1014,37.3,10282.39,3.79,318,11.7,468,17.2,2439,-233.03,-0.1,-0.15,-0.04
202223,Academic year,Parliamentary constituency,E92000001,England,E14000565,"Birmingham, Northfield",Provisional,School location,State-funded schools (LA),8,1049,40620.25,38.7,998,95.1,333,31.7,548,52.2,335,31.9,3451.24,3.29,80,7.6,138,13.2,983,-355.044,-0.36,-0.45,-0.27
202223,Academic year,Parliamentary constituency,E92000001,England,E14000566,"Birmingham, Perry Barr",Provisional,School location,State-funded schools (LA),9,1388,65788.25,47.4,1366,98.4,629,45.3,865,62.3,620,44.7,5727.55,4.13,254,18.3,337,24.3,1277,273.973,0.21,0.14,0.29
202223,Academic year,Parliamentary constituency,E92000001,England,E14000567,"Birmingham, Selly Oak",Provisional,School location,State-funded schools (LA),12,1605,83963.25,52.3,1533,95.5,923,57.5,1164,72.5,1081,67.4,7826.66,4.88,544,33.9,710,44.2,1474,283.684,0.19,0.12,0.26
202223,Academic year,Parliamentary constituency,E92000001,England,E14000568,"Birmingham, Yardley",Provisional,School location,State-funded schools (LA),7,1421,61879.25,43.5,1384,97.4,545,38.4,844,59.4,571,40.2,5338.74,3.76,174,12.2,278,19.6,1328,14.548,0.01,-0.07,0.09
202223,Academic year,Parliamentary constituency,E92000001,England,E14000569,Bishop Auckland,Provisional,School location,State-funded schools (LA),9,921,38829,42.2,867,94.1,333,36.2,527,57.2,229,24.9,3173.64,3.45,94,10.2,152,16.5,894,-365.59,-0.41,-0.5,-0.32
202223,Academic year,Parliamentary constituency,E92000001,England,E14000570,Blackburn,Provisional,School location,State-funded schools (LA),10,1707,80284.78,47,1655,97,822,48.2,1140,66.8,1029,60.3,7252.93,4.25,366,21.4,552,32.3,1614,134.819,0.08,0.01,0.15
202223,Academic year,Parliamentary constituency,E92000001,England,E14000571,Blackley and Broughton,Provisional,School location,State-funded schools (LA),12,1981,86905.5,43.9,1877,94.8,767,38.7,1167,58.9,878,44.3,7658.25,3.87,295,14.9,437,22.1,1659,-48.814,-0.03,-0.1,0.04
202223,Academic year,Parliamentary constituency,E92000001,England,E14000572,Blackpool North and Cleveleys,Provisional,School location,State-funded schools (LA),7,736,24802.75,33.7,684,92.9,156,21.2,305,41.4,43,5.8,1984.06,2.7,22,3,28,3.8,701,-639.537,-0.91,-1.02,-0.81
202223,Academic year,Parliamentary constituency,E92000001,England,E14000573,Blackpool South,Provisional,School location,State-funded schools (LA),6,614,21598.5,35.2,536,87.3,195,31.8,293,47.7,179,29.2,1816.78,2.96,54,8.8,78,12.7,591,-479.656,-0.81,-0.93,-0.7
202223,Academic year,Parliamentary constituency,E92000001,England,E14000574,Blaydon,Provisional,School location,State-funded schools (LA),5,1111,54798.5,49.3,1093,98.4,550,49.5,803,72.3,508,45.7,4762.82,4.29,167,15,273,24.6,1086,-5.625,-0.01,-0.09,0.08
202223,Academic year,Parliamentary constituency,E92000001,England,E14000575,Blyth Valley,Provisional,School location,State-funded schools (LA),5,816,34695.25,42.5,781,95.7,326,40,488,59.8,201,24.6,2964.94,3.63,74,9.1,120,14.7,795,-204.925,-0.26,-0.36,-0.16
202223,Academic year,Parliamentary constituency,E92000001,England,E14000576,Bognor Regis and Littlehampton,Provisional,School location,State-funded schools (LA),4,754,29938,39.7,733,97.2,251,33.3,403,53.4,175,23.2,2511.62,3.33,63,8.4,108,14.3,723,-242.59,-0.34,-0.44,-0.23
202223,Academic year,Parliamentary constituency,E92000001,England,E14000577,Bolsover,Provisional,School location,State-funded schools (LA),6,817,32730.25,40.1,784,96,269,32.9,453,55.4,236,28.9,2793.48,3.42,72,8.8,131,16,773,-320.398,-0.41,-0.51,-0.31
202223,Academic year,Parliamentary constituency,E92000001,England,E14000578,Bolton North East,Provisional,School location,State-funded schools (LA),7,1328,64656,48.7,1282,96.5,664,50,920,69.3,473,35.6,5545.41,4.18,215,16.2,315,23.7,1257,151.009,0.12,0.04,0.2
202223,Academic year,Parliamentary constituency,E92000001,England,E14000579,Bolton South East,Provisional,School location,State-funded schools (LA),8,1405,62542,44.5,1383,98.4,574,40.9,859,61.1,425,30.2,5365.5,3.82,158,11.2,251,17.9,1289,-4.178,0,-0.08,0.07
202223,Academic year,Parliamentary constituency,E92000001,England,E14000580,Bolton West,Provisional,School location,State-funded schools (LA),7,889,36539.5,41.1,837,94.2,328,36.9,495,55.7,254,28.6,3135.76,3.53,96,10.8,154,17.3,812,-373.512,-0.46,-0.56,-0.36
202223,Academic year,Parliamentary constituency,E92000001,England,E14000581,Bootle,Provisional,School location,State-funded schools (LA),7,713,24346,34.1,648,90.9,162,22.7,307,43.1,153,21.5,1957.6,2.75,25,3.5,60,8.4,662,-624.371,-0.94,-1.05,-0.84
202223,Academic year,Parliamentary constituency,E92000001,England,E14000582,Boston and Skegness,Provisional,School location,State-funded schools (LA),9,1014,40029.25,39.5,989,97.5,281,27.7,504,49.7,290,28.6,3359.53,3.31,82,8.1,128,12.6,940,-331.384,-0.35,-0.44,-0.26
202223,Academic year,Parliamentary constituency,E92000001,England,E14000583,Bosworth,Provisional,School location,State-funded schools (LA),10,1395,66290,47.5,1353,97,688,49.3,989,70.9,457,32.8,5778.21,4.14,184,13.2,265,19,1374,234.81,0.17,0.1,0.25
202223,Academic year,Parliamentary constituency,E92000001,England,E14000584,Bournemouth East,Provisional,School location,State-funded schools (LA),7,1048,56266.5,53.7,1030,98.3,635,60.6,799,76.2,496,47.3,5030.67,4.8,285,27.2,380,36.3,922,243.448,0.26,0.17,0.36
202223,Academic year,Parliamentary constituency,E92000001,England,E14000585,Bournemouth West,Provisional,School location,State-funded schools (LA),8,868,38651.25,44.5,807,93,413,47.6,556,64.1,235,27.1,3310.34,3.81,140,16.1,174,20,819,105.942,0.13,0.03,0.23
202223,Academic year,Parliamentary constituency,E92000001,England,E14000586,Bracknell,Provisional,School location,State-funded schools (LA),6,1196,55655.5,46.5,1162,97.2,526,44,765,64,380,31.8,4838,4.05,188,15.7,265,22.2,1120,-21.244,-0.02,-0.1,0.06
202223,Academic year,Parliamentary constituency,E92000001,England,E14000587,Bradford East,Provisional,School location,State-funded schools (LA),9,1767,69331.5,39.2,1660,93.9,589,33.3,899,50.9,587,33.2,5726.16,3.24,151,8.5,225,12.7,1664,-630.677,-0.38,-0.45,-0.31
202223,Academic year,Parliamentary constituency,E92000001,England,E14000588,Bradford South,Provisional,School location,State-funded schools (LA),7,1290,48486,37.6,1214,94.1,390,30.2,638,49.5,560,43.4,4133.94,3.2,142,11,223,17.3,1218,-614.441,-0.5,-0.58,-0.43
202223,Academic year,Parliamentary constituency,E92000001,England,E14000589,Bradford West,Provisional,School location,State-funded schools (LA),11,1704,73210.5,43,1649,96.8,645,37.9,991,58.2,809,47.5,6398.19,3.75,230,13.5,369,21.7,1638,-70.941,-0.04,-0.11,0.03
202223,Academic year,Parliamentary constituency,E92000001,England,E14000590,Braintree,Provisional,School location,State-funded schools (LA),6,945,39712.5,42,903,95.6,331,35,569,60.2,292,30.9,3428.72,3.63,78,8.3,133,14.1,908,-213.013,-0.23,-0.33,-0.14
202223,Academic year,Parliamentary constituency,E92000001,England,E14000591,Brent Central,Provisional,School location,State-funded schools (LA),7,846,39471.25,46.7,797,94.2,380,44.9,497,58.7,422,49.9,3593.75,4.25,187,22.1,240,28.4,668,426.83,0.64,0.53,0.75
